character,hun_eum,components_norm,components_detail,comp_status,title,link,content
辛,매울 신,,,none,매울 신(辛),http://tonghanja.com/%eb%a7%a4%ec%9a%b8-%ec%8b%a0%e8%be%9b/,"辛 .3급 칼날(立)과 바늘(十)로 된 것은? ‘ 辛 ’은 칼날 과 바늘 로 된 ‘ 형벌칼 ’을 나타낸 글자였으나, 후에 형벌칼에 베이거나 찔리면 맵다는 데서 ‘ 매움 ’을 뜻하게 되었답니다. 매울 신 신 랄 (辛 辣 : 매우 매움 *辣·1급·매울 랄 ) , 천신만고(千辛萬苦) * 형벌칼: 형벌을 가하거나 고문할 때 쓰던 도구"
保,지킬 보,人呆,亻(사람 인) 呆(어릴 매),ok,지킬 보(保),http://tonghanja.com/%ec%a7%80%ed%82%ac-%eb%b3%b4%e4%bf%9d/,"保 .4급Ⅱ 亻: 사람 인 呆: 어릴 매 사람(亻)이 어린(呆)아이에게 하는 것은? 사람 이 포대기에 싸인 어린 아이에게 하는 것은 ‘ 지킴 ’이지요. 지킬 보 보 호 (保 護 : 안전하게 지킴) , 보존(保存), 보육(保育)"
呆,어릴 매,,,none,어릴 매(呆),http://tonghanja.com/%ec%96%b4%eb%a6%b4-%eb%a7%a4%e5%91%86/,呆 .1급 포대기에 싸인 아이(呆)는? 포대기 에 싸인 아이 는 ‘ 어림 ’이지요. 어릴 매
亨,형통할 형,了,급(高(높을 고)의 이형) 了(마칠 료),ok,형통할 형(亨),http://tonghanja.com/%ed%98%95%ed%86%b5%ed%95%a0-%ed%98%95%e4%ba%a8/,"亨 .3급 : 高(높을 고)의 이형 了: 마칠 료 높은( ) 과정을 마치면(了)? 높은 교육 과정을 마치면 ‘ 형통함 ’이지요. 형통할 형 형 통 (亨 通 : 일이 뜻대로 잘됨 ) , 만사형통(萬事亨通)"
了,마칠 료,,,none,마칠 료(了),http://tonghanja.com/%eb%a7%88%ec%b9%a0-%eb%a3%8c%e4%ba%86/,"了 .3급 팔을 내린 아이(了)가 한 것은? 팔을 내린 아이 가 한 것은 걸음마 과정을 ‘ 마침 ’이지요. 마칠 료 종 료 ( 終 了: 어떤 과정을 마침) , 완료(完了), 수료(修了)"
熟,익을 숙,孰火,孰(누구 숙) 灬(불 화),ok,익을 숙(熟),http://tonghanja.com/%ec%9d%b5%ec%9d%84-%ec%88%99%e7%86%9f/,"熟 .3급Ⅱ 孰: 누구 숙 灬: 불 화 누구(孰)나 불(灬) 위에서 하는 것은? 누구 나 불 위에서 하는 것은 ‘ 익음 ’이지요. 익을 숙 완 숙 ( 完 熟: 완전하게 익음) , 반숙(半熟), 성숙(成熟)"
孰,누구 숙,丸享,享(누릴 향) 丸(둥글 환),ok,누구 숙(孰),http://tonghanja.com/%eb%88%84%ea%b5%ac-%ec%88%99%e5%ad%b0/,孰 .3급 享: 누릴 향 丸: 둥글 환 누리며(享) 둥글게(丸) 사는 사람을 좋아하는 이는? 좋은 것을 누리며 다른 이들과 둥글게 사는 사람을 좋아하는 이는 ‘ 누구 ’나이지요. 누구 숙
敦,도타울 돈,享攵,享(누릴 향) 攵(칠(때릴) 복),ok,도타울 돈(敦),http://tonghanja.com/%eb%8f%84%ed%83%80%ec%9a%b8-%eb%8f%88%e6%95%a6/,"敦 .3급 享: 누릴 향 攵: 칠(때릴) 복 누리기도(享) 하고 때리기도(攵) 하는 것은? 같이 누리기도 하고, 치고 박고 때리기 도 하는 것은 사이가 ‘ 도타움 ’이지요. 도타울 돈 돈 독 (敦 篤 : 도타움)"
郭,성곽 곽,享,享(누릴 향  ⻏: 고을 읍),ok,성곽 곽(郭),http://tonghanja.com/%ec%84%b1%ea%b3%bd-%ea%b3%bd%e9%83%ad/,"郭 .3급 享: 누릴 향 ⻏: 고을 읍 누리려고(享) 고을(⻏)에 쌓은 것은? 평화를 누리려고 고을 에 쌓은 것은 ‘ 성곽 ’이지요. 성곽 곽 성 곽 ( 城 郭: 외성(外城)과 내성(內城)을 통틀어 이르는 말 ) , 외곽(外郭), 내곽(內郭) * ‘郭’은 성곽은 고을의 둘레라는 데서, ‘둘레 곽’이라고도 합니다."
享,누릴 향,子,급(高(높을 고)의 이형) 子(아들(자식) 자),ok,누릴 향(享),http://tonghanja.com/%eb%88%84%eb%a6%b4-%ed%96%a5%e4%ba%ab/,"享 .3급 : 高(높을 고)의 이형 子: 아들(자식) 자 높은( ) 분의 자식(子)이 하는 것은? 높은 분의 자식 이 하는 것은 부귀 따위를 ‘ 누림 ’이지요. 누릴 향 향 유 (享 有 : 누리어 가짐 ) , 향락(享樂), 향년(享年)"
承,이을 승,子手,子(아들(아이) 자) 扌(손) 수(水(물 수)의 이형),ok,이을 승(承),http://tonghanja.com/%ec%9d%b4%ec%9d%84-%ec%8a%b9%e6%89%bf/,"承 .4급Ⅱ 子: 아들(아이) 자 扌: 손 수 : 水(물 수)의 이형 아이(子)의 손(扌)으로 물( )처럼 흘러가는 것은? 아이 의 손 으로 부모의 신분이나 권력 따위가 물 처럼 흘러가는 것은 아이가 부모의 신분이나 권력 따위를 ‘ 이음 ’이지요. 이을 승 승 계 (承 繼 : 신분이나 권력 따위를 이음) , 계승(繼承), 전승(傳承)"
厚,두터울 후,厂子曰,厂(기슭(벼랑) 엄) 曰(가로(말할) 왈) 子(아들(아이) 자),ok,두터울 후(厚),http://tonghanja.com/%eb%91%90%ed%84%b0%ec%9a%b8-%ed%9b%84%e5%8e%9a/,"厚 .4급 厂: 기슭(벼랑) 엄 曰: 가로(말할) 왈 子: 아들(아이) 자 벼랑(厂) 아래에서 말하는(曰) 아이(子)에게는? 벼랑 아래에서, 낙상한 자기를 도와달라 말하는 아이 에게는 인심이 ‘ 두터움 ’이지요. 두터울 후 후 함 (厚 함 : 인심 따위가 두터움) , 후대(厚待), 온후(溫厚)"
華,빛날 화,,,none,빛날 화(華),http://tonghanja.com/%eb%b9%9b%eb%82%a0-%ed%99%94%e8%8f%af/,"華 .4급 꽃(華)이 하는 것은? 꽃 이 하는 것은 화려하게 ‘ 빛남 ’이지요. 빛날 화 화 려 (華 麗 : 빛나고 고움 ) , 호화(豪華), 영화(榮華) * ‘華’는 ‘꽃 화’라고도 합니다."
杯,잔 배,不木,木(나무 목) 不(아닐 불),ok,잔 배(杯),http://tonghanja.com/%ec%9e%94-%eb%b0%b0%e6%9d%af/,"杯 .3급 木: 나무 목 不: 아닐 불 나무(木)를 봉오리(不) 모양으로 깎아 만든 것은? 나무 를 봉오리 모양으로 깎아 만든 것은 ‘ 잔 (盞)’이지요. 잔 배 목 배 ( 木 杯: 나무 잔) , 축배(祝杯), 성배(聖杯)"
否,아닐 부,不,不(아닐 불  ㅁ: 입(말) 구),ok,아닐 부(否),http://tonghanja.com/%ec%95%84%eb%8b%90-%eb%b6%80%e5%90%a6/,"否 .4급 不: 아닐 불 ㅁ: 입(말) 구 아니(不)라고 말(ㅁ)하는 것은? 아니 라고 말 하는 것은 ‘ 아님 ’이지요. 아닐 부 부 정 (否 定 : 아니 라고 단정함 ) , 부인(否認), 거부(拒否)"
不,아닐 불,,,none,아닐 불(不),http://tonghanja.com/%ec%95%84%eb%8b%90-%eb%b6%88%ef%a5%a7/,"不 .7급Ⅱ 봉오리(不)는? 봉오리 는 완전히 핀 꽃이 ‘ 아님 ’이지요. 아닐 불 불 완전 (不 完全 : 완전하지 아니함) , 부당(不當), 부정(不正) * 봉오리: 망울만 맺히고 아직 완전히 피지 아니한 꽃. * ‘不’은 뒷글자의 자음이 ‘ㄷ ’이나 ‘ㅈ’일 때에는 ‘부’로 읽습니다."
端,끝 단,立耑,立(설 립) 耑(꼭대기 단),ok,끝 단(端),http://tonghanja.com/%eb%81%9d-%eb%8b%a8%e7%ab%af/,"端 .4급Ⅱ 立: 설 립 耑: 꼭대기 단 꼭대기(耑)에서 서(立) 있는 부분은? ‘ 꼭대기 ’ 즉 ‘어떤 사물의 제일 위쪽’에서 우뚝 서 있는 부분은 ‘ 끝 ’이지요. 끝 단 말 단 ( 末 端: 맨 끝) , 극단(極端), 첨단(尖端)"
耑,꼭대기 단,山而,山(뫼 산) 而(말 이을(우두머리) 이),ok,꼭대기 단(耑),http://tonghanja.com/%ea%bc%ad%eb%8c%80%ea%b8%b0-%eb%8b%a8%e8%80%91/,耑 .무급 山: 뫼 산 而: 말 이을(우두머리) 이 산(山)의 우두머리(而)는? 산 의 우두머리 부분은 ‘ 꼭대기 ’이지요. 꼭대기 단
儒,선비 유,人而雨,亻(사람 인) 雨(비 우) 而(말 이을(우두머리) 이),ok,선비 유(儒),http://tonghanja.com/%ec%84%a0%eb%b9%84-%ec%9c%a0%e5%84%92/,"儒 .4급 亻: 사람 인 雨: 비 우 而: 말 이을(우두머리) 이 사람(亻)인데 비(雨)를 구하는 우두머리(而)는? 사람 인데 ‘ 비 를 구하는’ 즉 ‘기우제를 지내는’ 우두머리 는 ‘ 선비 ’이지요. 선비 유 유 생 (儒 生 : 선비) , 유학(儒學), 유교(儒敎)"
需,구할 수,而雨,雨(비 우) 而(말 이을(우두머리) 이),ok,구할 수(需),http://tonghanja.com/%ea%b5%ac%ed%95%a0-%ec%88%98%e9%9c%80/,"需 .3급Ⅱ 雨: 비 우 而: 말 이을(우두머리) 이 비(雨)를 우두머리(而)가 내려달라고 하는 것은? 비 를 우두머리 가 내려달라고 하는 것은 신에게 비를 ‘ 구함 (求함)’이지요. 구할 수 수 요 (需 要 : 필요한 것을 구함) , 내수(內需), 필수(必需) * ‘需’는 ‘요구하다’ ‘필요로 하다’ ‘쓰이다/쓰다’는 뜻으로도 쓰입니다."
耐,견딜 내,寸而,而(말 이을(수염) 이) 寸(마디(손) 촌),ok,견딜 내(耐),http://tonghanja.com/%ea%b2%ac%eb%94%9c-%eb%82%b4%e8%80%90/,"耐 .3급Ⅱ 而: 말 이을(수염) 이 寸: 마디(손) 촌 수염(而)을 손(寸)으로 뽑을 때 하는 것은? 수염 을 손 으로 잡아 뽑을 때 하는 것은 ‘ 견딤 ’이지요. 견딜 내 인 내 ( 忍 耐: 참고 견딤) , 내성(耐性), 내구(耐久) * 옛날에는 수염을 손으로 잡아 뽑는 형벌이 있었답니다."
而,말 이을 이,,,none,말 이을 이(而),http://tonghanja.com/%eb%a7%90-%ec%9d%b4%ec%9d%84-%ec%9d%b4%e8%80%8c/,"而 .3급 수염(而) 난 사람이 하는 것은? ‘ 而 ’는 콧수염 (￣)과 턱수염 ( )이 길게 난 사람인 ‘ 우두머리 ’를 나타낸 글자였으나, 후에 우두머리는 말을 연이어 한다는 데서 ‘ 말 이음 ’을 뜻하게 되었답니다. 말 이을 이 이 (而: 말 을 이을 때 쓰는 어조사 ) , 사이비(似而非), 형이상학(形而上學)"
針,바늘 침,十金,金(쇠 금) 十(모양),ok,바늘 침(針),http://tonghanja.com/%eb%b0%94%eb%8a%98-%ec%b9%a8%e9%87%9d/,"針 .4급 金: 쇠 금 十: 모양 쇠(金)로 된 바늘(十)은? 쇠 로 된 바늘 은 ‘ 바늘 ’이지요. ☞ ‘十’의 가로획(ㅡ)은 바늘귀를 나타낸 것입니다. 바늘 침 침 (針: 바늘) , 장침(長針), 독침((毒針)"
計,셀 계,十言,言(말씀(말) 언) 十(열 십),ok,셀 계(計),http://tonghanja.com/%ec%85%80-%ea%b3%84%e8%a8%88/,"計 .6급Ⅱ 言: 말씀(말) 언 十: 열 십 말(言) 열(十) 개로 하는 것은? ‘ 말 열 개’ 즉 ‘1, 2, 3, 4, 5, 6, 7, 8, 9, 0’으로 하는 것은 ‘ 셈 ’이지요. 셀 계 계 산 (計 算 : 셈) , 합계(合計), 집계(集計)"
丸,둥글 환,丶九,九(아홉(손) 구) 丶(모양),ok,둥글 환(丸),http://tonghanja.com/%eb%91%a5%ea%b8%80-%ed%99%98%e4%b8%b8/,"丸 .3급 九: 아홉(손) 구 丶: 모양 손(九)으로 둥글리는 알(丶)은? 손 으로 둥글리는 알 은 모양이 ‘ 둥긂 ’이지요. 둥글 환 환 약 (丸 藥 : 둥근 약 ) , 탄환(彈丸), 청심환(淸心丸) * ‘丸’은 ‘알 환’이라고도 합니다."
染,물들일 염,九木水,氵(물 수) 九(아홉(길) 구) 木(나무 목),ok,물들일 염(染),http://tonghanja.com/%eb%ac%bc%eb%93%a4%ec%9d%bc-%ec%97%bc%e6%9f%93/,"染 .3급Ⅱ 氵: 물 수 九: 아홉(길) 구 木: 나무 목 물(氵)에 길게(九) 담그는 건데 나무(木)로 저어줘야 하는 것은? 물 에 천을 ‘ 길게 ’ 즉 ‘오래’ 담그는 건데, 천에 얼룩이 지지 않게 나무 장대로 계속 저어줘야 하는 것은 천을 ‘ 물들임 ’이지요. 물들일 염 염 색 (染 色 : 물들임) , 염료(染料), 오염(汚染)"
軌,바퀴 자국 궤,九車,車(수레 차) 九(아홉(길) 구),ok,바퀴 자국 궤(軌),http://tonghanja.com/%eb%b0%94%ed%80%b4-%ec%9e%90%ea%b5%ad-%ea%b6%a4%e8%bb%8c/,"軌 .3급 車: 수레 차 九: 아홉(길) 구 수레(車)가 길게(九) 만드는 것은? 수레 가 바닥에 길게 만드는 것은 ‘ 바퀴 자국 ’이지요. 바퀴 자국 궤 궤 적 (軌 跡 : 바퀴 자국) , 궤도(軌道)"
只,다만 지,八口,口(입(말) 구) 八(여덟(나눌) 팔),ok,다만 지(只),http://tonghanja.com/%eb%8b%a4%eb%a7%8c-%ec%a7%80%e5%8f%aa/,只 .3급 口: 입(말) 구 八: 여덟(나눌) 팔 말(口)인데 나눌(八) 때 쓰는 것은? 말 인데 어떤 것을 다른 것들과 나눌 때 쓰는 것은 ‘ 다만 ’이지요. 다만 지 단 지 ( 但 只: 다만 / 오직 )
切,끊을 절,七刀,七(일곱 칠) 刀(칼 도),ok,끊을 절(切),http://tonghanja.com/%eb%81%8a%ec%9d%84-%ec%a0%88%e5%88%87/,"切 .5급Ⅱ 七: 일곱 칠 刀: 칼 도 일곱(七) 번 칼(刀)질하는 것은? 일곱 번이나 칼 질하는 것은 어떤 물체를 모두 ‘ 끊음 ’이지요. 끊을 절 절 단 (切 斷 : 끊음) , 절제(切除), 일체(一切) * ‘切’은 ‘모두 체’라고도 합니다. * 일체(一切): 모두 또는 모든 것"
冥,어두울 명,冖日六,冖(덮을 멱) 日(날(해) 일) 六(여섯 륙),ok,어두울 명(冥),http://tonghanja.com/%ec%96%b4%eb%91%90%ec%9a%b8-%eb%aa%85%e5%86%a5/,"冥 .3급 冖: 덮을 멱 日: 날(해) 일 六: 여섯 륙 덮여서(冖) 해(日)가 안 보이는 여섯(六) 시간은? 땅이나 물에 덮여서 해 가 안 보이는 술시(戌時: 오후 7시~9시)·해시(亥時: 오후 9시~11시)·자시(子時: 오후 11시~오전 1시)·축시(丑時: 오전 1시~3시)·인시(寅時: 오전 3시~5시)·묘시(卯時: 오전 5시~7시)의 여섯 시간은 ‘ 어두움 ’이지요. 어두울 명 명상(冥想), 명복(冥福)"
語,말씀 어,吾言,言(말씀(말) 언) 吾(나 오),ok,말씀 어(語),http://tonghanja.com/%eb%a7%90%ec%94%80-%ec%96%b4%e8%aa%9e/,"語 .7급 言: 말씀(말) 언 吾: 나 오 말(言)인데 내(吾)가 습득한 만큼 하는 것은? 말 인데 저마다 내 가 습득한 만큼 하는 것은 ‘ 말씀 (말)’이지요. 말씀 어 언 어 ( 言 語: 말 / 음성이나 문자로 사상이나 감정을 전달하는 수단 ) , 국어(國語), 단어(單語)"
悟,깨달을 오,吾心,忄(마음 심) 吾(나 오),ok,깨달을 오(悟),http://tonghanja.com/%ea%b9%a8%eb%8b%ac%ec%9d%84-%ec%98%a4%e6%82%9f/,"悟 .3급Ⅱ 忄: 마음 심 吾: 나 오 마음(忄)으로 내(吾)가 하는 것은? 마음 으로 내 가 하는 것은 ‘ 깨달음 ’이지요. 깨달을 오 오 득 (悟 得 : 깨달아 얻음 ) , 대오(大悟), 각오(覺悟) * 우리는 다른 이에게 무언가를 가르칠 수 없다. 다만 스스로 깨닫도록 도와줄 뿐이다. – 갈릴레오"
吾,나 오,五,五(다섯 오  ㅁ: 입(말) 구),ok,나 오(吾),http://tonghanja.com/%eb%82%98-%ec%98%a4%e5%90%be/,吾 .3급 五: 다섯 오 ㅁ: 입(말) 구 다섯(五)으로 가리키며 하는 말(ㅁ)은? 다섯 손가락으로 자기를 가리키며 하는 말 은 ‘ 나 ’이지요. 나 오 오비삼척(吾鼻三尺) * 오비삼척(吾鼻三尺): 내 코가 석 자/ 내 콧물이 석 자나 흘러내려 남의 사정을 돌볼 겨를이 없음
檀,박달나무 단,亶木,木(나무 목) 亶(믿을(제단) 단),ok,박달나무 단(檀),http://tonghanja.com/%eb%b0%95%eb%8b%ac%eb%82%98%eb%ac%b4-%eb%8b%a8%e6%aa%80/,"檀 .4급Ⅱ 木: 나무 목 亶: 믿을(제단) 단 나무(木)인데 제단(亶) 지을 때 쓰는 것은? 나무 인데 제단 의 건물을 지을 때 쓰는 것은 단단하고 좀이 잘 슬지 않는 나무인 ‘ 박달나무 ’이지요. 박달나무 단 단 목 (檀 木 : 박달나무) , 단군(檀君)"
壇,제단 단,亶土,土(흙 토) 亶(믿을(제단) 단),ok,제단 단(壇),http://tonghanja.com/%ec%a0%9c%eb%8b%a8-%eb%8b%a8%e5%a3%87/,"壇 .5급 土: 흙 토 亶: 믿을(제단) 단 흙(土)으로 쌓은 제단(亶)은? 흙 으로 쌓은 제단 은 ‘ 제단 ’이지요. 제단 단 제 단 ( 祭 壇: 제사를 지내는 단 ) , 강단(講壇), 단상(壇上)"
亶,믿을 단,,,none,믿을 단(亶),http://tonghanja.com/%eb%af%bf%ec%9d%84-%eb%8b%a8%e4%ba%b6/,亶 .특급Ⅱ 제단 (亶)에서 하는 것은? 제단 에서 하는 것은 신을 ‘ 믿음 ’이지요. 믿을 단
圖,그림 도,啚囗,囗(모양) 啚(변두리 비),ok,그림 도(圖),http://tonghanja.com/%ea%b7%b8%eb%a6%bc-%eb%8f%84%e5%9c%96/,"圖 .6급Ⅱ 囗: 모양 啚: 변두리 비 종이(囗)에 변두리(啚)를 그린 것은? ‘ 圖 ’는 종이 에 ‘ 변두리 ’ 즉 ‘어떤 지역의 가장자리’를 그린 ‘ 지도 ’를 나타낸 글자였으나, 후에 의미가 확장되어 ‘ 그림 ’을 뜻하게 되었답니다. 그림 도 지 도 ( 地 圖: 땅의 모양을 나타낸 그림) , 도화(圖畫), 도면(圖面)"
啚,변두리 비,㐭,㐭(곳집 름),ok,변두리 비(啚),http://tonghanja.com/%eb%b3%80%eb%91%90%eb%a6%ac-%eb%b9%84%e5%95%9a/,啚 .무급 ㅁ: 모양 㐭: 곳집 름 담(ㅁ)이 곳집(㐭)에서 위치한 곳은? 담 이 곳집 에서 위치한 곳은 곳집의 ‘ 변두리 ’이지요. 변두리 비 * 변두리: 어떤 지역의 가장자리
墻,담 장,嗇土,土(흙 토) 嗇(아낄 색),ok,담 장(墻),http://tonghanja.com/%eb%8b%b4-%ec%9e%a5%e5%a2%bb/,墻 .3급 土: 흙 토 嗇: 아낄 색 흙(土)인데 아끼는(嗇) 곳을 지키려고 만든 것은? 흙 으로 지은 건데 아끼는 곳을 지키려고 만든 것은 ‘ 담 ’이지요. 담 장 담 장 ( 담 墻: 담)
嗇,아낄 색,㐭,급(모양) 㐭(곳집 름),ok,아낄 색(嗇),http://tonghanja.com/%ec%95%84%eb%82%84-%ec%83%89%e5%97%87/,嗇 .1급 : 모양 㐭: 곳집 름 베어낸 보리( )를 곳집(㐭)에 넣어두는 것은? 베어낸 보리 를 당장 먹거나 쓰지 않고 곳집 에 넣어두는 것은 ‘ 아낌 ’ 이지요. ☞ : 베어낸 보리(來→ )를 나타낸 글자 아낄 색
㐭,곳집 름,,,none,곳집 름(㐭),http://tonghanja.com/%ea%b3%b3%ec%a7%91-%eb%a6%84%e3%90%ad/,㐭 .무급 집( )인데 물건(ㅁ)을 넣어두는 곳은? 집 인데 물건 을 넣어두는 곳은 ‘ 곳집 ’이지요. 곳집 름
麥,보리 맥,來夂,來(올(보리) 래) 夂(모양),ok,보리 맥(麥),http://tonghanja.com/%eb%b3%b4%eb%a6%ac-%eb%a7%a5%e9%ba%a5/,"麥 .3급Ⅱ 來: 올(보리) 래 夂: 모양 보리(來)인데 긴 뿌리(夂)가 달린 것은? ‘ 麥 ’은 ‘來’가 ‘오다’는 뜻으로 쓰이자, 후에 보리 의 특징인 ‘ 긴 뿌리 ’(夂)를 덧붙여 ‘ 보리 ’를 나타낸 글자입니다. 보리 맥 대 맥 ( 大 麥: 보리) , 소맥(小麥), 맥주(麥酒) * 소맥(小麥): 밀"
來,올 래,,,none,올 래(來),http://tonghanja.com/%ec%98%ac-%eb%9e%98%e4%be%86/,"來 .7급 보리(來)가 한 것은? ‘ 來 ’는 ‘ 보리 ’의 모양을 나타낸 글자였으나, 후에 보리는 외국에서 중국으로 전래된 곡물이라는 데서 ‘ 옴 ’을 뜻하게 되었답니다. 올 래 전 래 ( 傳 來: 전해져 옴) , 외래(外來), 도래(渡來)"
得,얻을 득,寸彳旦,彳(조금 걸을(걸을) 척) 旦(아침 단) 寸(마디(손) 촌),ok,얻을 득(得),http://tonghanja.com/%ec%96%bb%ec%9d%84-%eb%93%9d%e5%be%97/,"得 .4급Ⅱ 彳: 조금 걸을(걸을) 척 旦: 아침 단 寸: 마디(손) 촌 걸어(彳) 다니며 아침(旦)부터 손(寸)으로 하는 것은? 걸어 다니며 부지런히 아침 부터 손 으로 하는 것은 세상에 널린 재물을 ‘ 얻음 ’이지요. 얻을 득 획 득 ( 獲 得: 얻음) , 취득(取得), 이득(利得)"
糧,양식 량,米量,米(쌀 미) 量(헤아릴 량),ok,양식 량(糧),http://tonghanja.com/%ec%96%91%ec%8b%9d-%eb%9f%89%e7%b3%a7/,"糧 .4급 米: 쌀 미 量: 헤아릴 량 쌀(米)인데 헤아려(量) 먹는 것은? 쌀 인데 양을 헤아려 먹는 것은 ‘ 양식 ’이지요. 양식 량 양 식 (糧 食 : 살아가는 데 필요한 먹을거리 ) , 식량(食糧), 군량미(軍糧米)"
量,헤아릴 량,旦里,旦(아침 단) 里(마을 리),ok,헤아릴 량(量),http://tonghanja.com/%ed%97%a4%ec%95%84%eb%a6%b4-%eb%9f%89%e9%87%8f/,"量 .5급 旦: 아침 단 里: 마을 리 아침(旦)마다 마을(里) 사람들이 하는 것은? 공동체 사회에서 아침 마다 마을 사람들이 하는 것은 밥을 지으려고 곡식의 양을 ‘ 헤아림 ’이지요. 헤아릴 량 측 량 ( 測 量: 재어 헤아림 ) , 계량(計量), 분량(分量)"
但,다만 단,人旦,亻(사람 인) 旦(아침 단),ok,다만 단(但),http://tonghanja.com/%eb%8b%a4%eb%a7%8c-%eb%8b%a8%e4%bd%86/,但 .3급Ⅱ 亻: 사람 인 旦: 아침 단 사람(亻)이 아침(旦)에 입고 있는 것은? 사람 이 아침 에 입고 있는 것은 ‘ 다만 ’ 바지뿐이지요. 다만 단 단 지 (但 只 : 다만 / 오직 )
旦,아침 단,日,日(날(해)) 일(모양),ok,아침 단(旦),http://tonghanja.com/%ec%95%84%ec%b9%a8-%eb%8b%a8%e6%97%a6/,旦 .3급Ⅱ 日: 날(해) 일 : 모양 해(日)가 땅( ) 위로 뜨는 때는? 해 가 땅 위로 뜨는 때는 ‘ 아침 ’이지요. 아침 단
換,바꿀 환,大手,扌(손) 수(모) 양(모양) 大(큰(사람) 대),ok,바꿀 환(換),http://tonghanja.com/%eb%b0%94%ea%bf%80-%ed%99%98%e6%8f%9b/,"換 .3급Ⅱ 扌: 손 수 : 모양 : 모양 大: 큰(사람) 대 손(扌)으로 사람( )이 판매대( )에서 다른 사람(大)과 하는 것은? 손 으로 사람 이 판매대 에서 다른 사람 과 하는 것은 물건 따위를 ‘ 바꿈 ’이지요. 바꿀 환 교 환 ( 交 換: 무엇을 서로 바꿈) , 호환(互換), 변환(變換)"
商,장사 상,,,none,장사 상(商),http://tonghanja.com/%ec%9e%a5%ec%82%ac-%ec%83%81%e5%95%86/,"商 .5급Ⅱ 높은 건물(商)이 많은 곳의 사람들이 하던 것은? ‘ 商 ’은 높은 건물 이 많은 곳인 ‘ 상(商)나라 ’ 를 뜻하는 글자였으나, 후에 상나라 사람들이 여러 지역을 오가며 장사를 하던 데서 ‘ 장사 ’를 뜻하게 되었답니다. 장사 상 상 업 (商 業 : 장사 하는 일 ) , 상인(商人) , 상점(商店)"
顔,얼굴 안,彦頁,彦(선비 언) 頁(머리 혈),ok,얼굴 안(顔),http://tonghanja.com/%ec%96%bc%ea%b5%b4-%ec%95%88%e9%a1%94/,"顔 .3급Ⅱ 彦: 선비 언 頁: 머리 혈 선비(彦)임이 머리(頁)에서 드러나는 곳은? 선비 임이 머리 에서 드러나는 곳은 하얀 ‘ 얼굴 ’이지요. 얼굴 안 안 면 (顔 面 : 얼굴) , 안색(顔色), 동안(童顔) * 선비는 밖에서 일을 하지 않아 얼굴이 하얗지요."
